1309,Outside Temperature 2,THINGSPEAK_39385,2018-03-13T08:24:36Z,47.423203,18.223946,8027,TEMP C OUTDOOR,14.6,14.63333333,14.86666667,14.96666667,15.1,15.3,15.26666667,15.13333333,14.83333333,14.7,14.7,14.6,14.53333333,14.46666667,14.4,14.13333333,13.83333333,13.7,13.63333333,13.5,13.6,13.5,13.53333333,13.56666667,13.53333333,13.66666667,13.66666667,13.5,13.66666667,13.86666667,13.63333333,13.5,13.36666667,13.5,13.63333333,13.33333333,13.43333333,13.6,13.26666667,12.93333333,12.73333333,12.53333333,12.33333333,12.3,12.3,12.43333333,12.6,12.76666667,13,13.33333333,13.63333333,14.06666667,14.36666667,14.63333333,15.06666667,15.6,16.03333333,16.3,16.7,17.1,17.16666667,17.6,18.26666667,18.53333333,18.13333333,17.6,17.83333333,17.66666667,17.8,17.86666667,18.66666667,19.3,19.8,19.6,19.43333333,19.8,19.66666667,19.23333333,19.5,18.76666667,18.5,18.63333333,18.33333333,18.56666667,17.23333333,16.4,15.8,15.2,14.56666667,14.36666667,14.03333333,13.63333333,13.16666667,12.66666667,12.4,11.96666667
1131,Air temp,THINGSPEAK_260368,2018-03-13T08:25:22Z,52.4404333,16.932468,8274,TEMP C INDOOR,21.72413793,21.74,21.71333333,21.72333333,21.74827586,21.76333333,21.78,21.78666667,21.8,21.79666667,21.79333333,21.79655172,21.8,21.8,21.8,21.8,21.79666667,21.75333333,21.70333333,21.7,21.68666667,21.60666667,21.6,21.6,21.59666667,21.58666667,21.55517241,21.53666667,21.50333333,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.49666667,21.5,21.5,21.5,21.5,21.49666667,21.51666667,21.6,21.67666667,21.77333333,21.92758621,22.10333333,22.30666667,22.47,22.63103448,22.86,23.08333333,23.19,23.34482759,23.56666667,23.6,23.46206897,23.16333333,22.94666667,22.78333333,22.67586207,22.6,22.55333333,22.5,22.5,22.45666667,22.4,22.4,22.34666667,22.30333333,22.3,22.3,22.3,22.3,22.3,22.28965517,22.26,22.22333333,22.22413793,22.23333333,22.22666667,22.23333333,22.25862069,22.25333333,22.27666667,22.21333333,22.23793103,22.22666667,22.22,22.26896552
1361,Rain,THINGSPEAK_291132,2018-03-13T08:29:47Z,51.78843,11.15006,8358,RAIN INDEX,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.41025641,2.051282051,2,2,2,3.487179487,2,2,2,3.102564103,2,2,2.282051282,2,2,2,2,2,2,2.564102564,2,2.128205128,2,2.256410256,4.102564103,2,2,2,2,2,2.025,2.333333333,5.666666667,3.692307692,19.23076923,38.02631579,34.25641026,22.61538462,7.25,10.25641026,26.05128205,8.487179487,2.487179487,3.58974359,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
948,Temp. pod ociepleniem,THINGSPEAK_17155,2018-03-13T08:09:26Z,50.573028,19.159386,6403,TEMP C INDOOR,14.4,14.3,14.3,14.32443955,14.3,14.2,14.1,14.1,14.1,14.1,14,14,14,14,14,14,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14.1,14,14,14,14,14,14,14,14,14,14,14,14.1,14.1,14.1,14.1,14.2,14.3,14.3,14.3,14.4,14.5,14.5,14.6,14.6,14.8,14.8,14.9,15,15,15,15.1,15.20424616,15.28411908,15.34225206,15.38127839,15.40383135,15.41254425,15.41005038,15.39898301,15.38197546,15.361661,15.34067294,15.32164455,15.30720914,15.3,15.3,15.3,15.3,15.3,15.3,15.2,15.1,15.1,15.1,15.1,15,15,15,15,14.9,14.8,14.8,14.8,14.8
16,\xc2\xb0C 2,THINGSPEAK_8973,2018-03-13T08:04:00Z,50.03867,15.799321,8146,TEMPERATURE,14.32666667,14.14666667,14.02666667,13.85333333,13.77333333,13.63333333,13.56,13.5,13.43333333,13.30666667,13.18666667,13.08666667,13,12.98666667,12.9,12.9,12.86666667,12.8,12.8,12.77142857,12.74,12.68666667,12.60666667,12.6,12.6,12.51333333,12.5,12.42666667,12.30666667,12.31333333,12.39333333,12.30666667,12.3,12.26666667,12.22666667,12.27333333,12.3,12.3,12.3,12.3,12.25333333,12.21333333,12.27333333,12.31333333,12.47142857,12.70666667,12.92,13.02,13.50666667,14.07333333,14.14,14.52666667,14.94666667,14.76666667,14.64,14.74,14.83333333,14.76,14.70666667,14.56,14.67333333,14.82666667,14.64666667,14.61333333,14.4,14.39333333,14.52666667,14.2,14.04666667,13.83571429,13.66428571,13.79333333,13.96,13.83333333,13.87333333,13.69333333,13.52,13.5,13.38666667,13.27857143,13.18666667,13.11333333,13.10666667,13.10666667,13.07333333,13,12.98666667,12.92666667,12.90666667,12.84,12.8,12.79333333,12.71333333,12.7,12.66666667,12.6
1387,Tlak,THINGSPEAK_81776,2018-03-13T08:20:47Z,46.435855,16.156181,3489,PRESSURE,970.1278764,970,969.490899,969,968.9085276,969,968.9999907,969,969.0915095,969,968.5089713,968,967.8726052,968,968.1256078,968,967.4999634,967,966.8745384,967,967.126883,967,966.4929295,966,965.901399,966,966.0264747,966,965.9927024,966,966.0028792,966.001308,966,966.0015402,966,965.992891,966,966.0268956,966,965.8995264,966,966.4999986,967,967.100479,967,966.9730853,967,967.0071797,967,966.9981958,967,967.000037,967,967.0016562,967,966.9933382,967,967.0249909,967,966.906698,967,967.473217,968,968.2004342,968,967.4750464,967,966.8993801,967,967.0524332,967,966.8908871,967,967.5090185,968,968.073039,968,968.0738255,968,967.5066591,967,966.8995381,967,967.0201886,967,967.0197076,967,966.9009811,967,967.501368,968,968.093547,968,967.9994441,968,967.9086764
743,hrad\xc4\x8dany zp\xc3\xa1te\xc4\x8dka TUV,THINGSPEAK_218745,2018-03-13T08:18:28Z,50.07614634,12.3719573,8047,TEMP C INDOOR,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.02,22,22.06,22.04,22,22,22,21.98,21.94,22,22.02,22.12,22.28,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.22,22.18,22.12,22.16,22.14,22.14,22.16,22.14,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.08,21.78,21.3,20.96,20.78,20.64,20.54,20.46,20.36,20.3,20.3,20.3,20.3,20.22,20.1,20.1,20.1,20.02,20,20
1396,Temperatur,THINGSPEAK_262954,2018-03-13T08:30:20Z,51.4517,11.9536,8469,TEMP C OUTDOOR,13.15283027,12.92156838,12.85294106,12.77799995,12.58653877,12.33076912,12.15769229,11.95576919,11.65384626,11.39423073,11.30000019,11.27692318,11.14230783,10.99230766,10.8615383,10.71730757,10.65576929,10.5980773,10.59215721,10.509434,10.33846151,10.21923065,10.19999981,10.19999981,10.08076939,10,9.998076916,10.0980773,10.08461571,10.00961542,9.978846073,9.936538219,9.842307476,9.56153866,9.51346159,9.540384769,9.673076886,9.648077029,9.71153837,9.790384769,9.715384483,9.592307916,9.484615326,9.548077106,9.584314047,9.542307854,9.709803993,9.924999916,10.11568657,10.24038456,10.46274497,10.61153878,10.77499993,10.9739999,11.19807713,11.48979588,11.84468083,12.34999985,12.61702115,13.30212776,13.9531917,14.32222212,14.81904759,15.18695657,14.99333335,15.48541665,15.38043472,15.12340438,15.02222231,14.64680856,14.89782607,15,14.93000015,14.31200006,13.66200001,13.15208336,12.78775493,12.62941198,12.44199991,12.16521742,12.03333346,12.01836742,12.05769245,12.19999981,12.0961541,11.98076916,11.84038448,11.69999981,11.55294112,11.14615396,10.98269224,10.91923046,10.91730738,10.89999962,10.87884589,10.78269243
844,Air humidity,THINGSPEAK_103580,2018-03-13T08:20:25Z,50.1265728,12.2323928,8533,HUMIDITY,25.44736842,25.04210526,24.66727273,24.48909091,24.3,24.3,24.33508772,48.73214286,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,98.14736842,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
63,Rosn\xc3\xbd bod,THINGSPEAK_201533,2018-03-13T08:05:19Z,49.4877067,15.7163406,8380,DEWPOINT,6.190270256,6.118088158,6.126969474,6.177127632,6.097594595,5.976238462,5.711665641,5.420752105,5.48768641,5.571004615,5.6079,5.593953333,5.456551795,5.306208462,5.040419231,5.146917895,5.175712051,5.366544103,5.491677949,5.522307692,5.424156154,5.430096154,5.380404615,5.473729744,5.569322632,5.579086923,5.315960769,5.12785641,5.159123333,5.282633077,5.358665263,6.280473421,6.007730769,5.82303,6.210087949,6.232753077,6.096434615,6.091810256,6.258700789,6.426029231,6.437438947,6.317491795,6.329627949,6.142359474,6.263806667,6.496866053,6.792519231,6.957705789,6.943041282,6.989473333,7.025862105,6.962685385,6.944969231,6.964576842,7.140757949,7.080433333,7.263363514,7.485843684,7.522163947,7.910898919,7.739579211,7.369056216,7.103554054,6.876618158,6.754155263,6.527377838,6.080598919,5.976730541,6.058199722,6.081149444,6.052028158,6.165303158,6.366126316,6.64738,6.651618462,6.699537027,6.800519487,6.929406316,7.285605405,7.489251351,7.50969027,7.496311579,7.467092368,7.416945897,7.339096216,7.227069744,7.182822778,7.083944667,7.029288158,7.00680359,7.017895385,6.916269231,6.837104474,6.738359737,6.598647436,6.566712368
